Common Name,Species Code
Golden Pheasant,golphe
Lady Amherst's Pheasant,laaphe1
Ring-necked Pheasant,rinphe
Ring-necked Pheasant (Ring-necked),rinphe1
Ring-necked Pheasant (Green),rinphe2
White Eared-Pheasant,whephe1
White Eared-Pheasant (Tibetan),whieap2
White Eared-Pheasant (White),whieap1
Brown Eared-Pheasant,brephe1
Blue Eared-Pheasant,blephe1
Cheer Pheasant,chephe1
Silver Pheasant,silphe
Kalij Pheasant,kalphe
Siamese Fireback,siafir1
Bulwer's Pheasant,bulphe1
Edwards's Pheasant,edwphe1
Swinhoe's Pheasant,swiphe1
Salvadori's Pheasant,salphe1
Salvadori's Pheasant (Salvadori's),salphe2
Salvadori's Pheasant (Hoogerwerf's),salphe3
Crestless Fireback,crefir2
Crestless Fireback (Malay),crefir5
Crestless Fireback (Bornean),crefir6
Crested Fireback,crefir1
Crested Fireback (Malay),crefir3
Crested Fireback (Bornean),crefir4
pheasant sp.,pheasa1
Gray Partridge,grypar
Daurian Partridge,daupar1
Tibetan Partridge,tibpar1
Koklass Pheasant,kokphe1
Black-billed Capercaillie,blbcap1
Western Capercaillie,wescap1
Black Grouse,blagro1
Western Capercaillie x Black Grouse (hybrid),x00841
Caucasian Grouse,caugro1
Hazel Grouse,hazgro1
Severtzov's Grouse,sevgro1
Ruffed Grouse,rufgro
Greater Sage-Grouse,saggro
Gunnison Sage-Grouse,gusgro
Greater/Gunnison Sage-Grouse,y00608
Siberian Grouse,sibgro2
Spruce Grouse,sprgro
Spruce Grouse (Spruce),sprgro1
Spruce Grouse (Franklin's),frsgro1
Ruffed/Spruce Grouse,y00674
Willow Ptarmigan,wilpta
Willow Ptarmigan (Red Grouse),wilpta1
Willow Ptarmigan (Willow),wilpta2
Rock Ptarmigan,rocpta1
White-tailed Ptarmigan,whtpta1
ptarmigan sp.,ptarmi1
Dusky Grouse,dusgro
Sooty Grouse,soogro1
Dusky/Sooty Grouse,blugrs
Sharp-tailed Grouse,shtgro
Greater Sage-Grouse x Sharp-tailed Grouse (hybrid),x00727
Dusky x Sharp-tailed Grouse (hybrid),x00781
Greater Prairie-Chicken,grpchi
Greater Prairie-Chicken (pinnatus),greprc1
Greater Prairie-Chicken (Heath Hen),heahen1
Greater Prairie-Chicken (Attwater's),attprc1
Sharp-tailed Grouse x Greater Prairie-Chicken (hybrid),x00728
Lesser Prairie-Chicken,lepchi
Greater x Lesser Prairie-Chicken (hybrid),x00668
Greater/Lesser Prairie-Chicken,y00664
grouse sp.,grouse1
Wild Turkey,wiltur
Wild Turkey (Domestic type),wiltur1
Ocellated Turkey,ocetur1
Red-throated Loon,retloo
Arctic Loon,arcloo
Pacific Loon,pacloo
Arctic/Pacific Loon,y00219
Common Loon,comloo
Yellow-billed Loon,yebloo
Common/Yellow-billed Loon,y00220
loon sp.,loon
White-tufted Grebe,whtgre3
Titicaca Grebe,titgre1
Alaotra Grebe,alagre1
Little Grebe,litgre1
Little Grebe (Little),litgre3
Little Grebe (Tricolored),litgre4
Australasian Grebe,ausgre1
Madagascar Grebe,madgre1
Least Grebe,leagre
Pied-billed Grebe,pibgre
Atitlan Grebe,atigre1
Hoary-headed Grebe,hohgre1
Australasian/Hoary-headed Grebe,y01019
New Zealand Grebe,nezgre1
Great Grebe,gregre1
Horned Grebe,horgre
Red-necked Grebe,rengre
Great Crested Grebe,grcgre1
Eared Grebe,eargre
Horned/Eared Grebe,y00229
Colombian Grebe,colgre1
Silvery Grebe,silgre1
Silvery Grebe (Andean),silgre3
Silvery Grebe (Patagonian),silgre2
Junin Grebe,jungre1
Hooded Grebe,hoogre1
Podiceps sp.,podice1
Western Grebe,wesgre
Clark's Grebe,clagre
Western x Clark's Grebe (hybrid),x00427
Western/Clark's Grebe,y00012
grebe sp.,grebe1
Chilean Flamingo,chifla1
American Flamingo,grefla2
Greater Flamingo,grefla3
American/Greater Flamingo,grefla
Lesser Flamingo,lesfla1
Andean Flamingo,andfla2
James's Flamingo,jamfla1
flamingo sp.,flamin1
King Penguin,kinpen1
Emperor Penguin,emppen1
Adelie Penguin,adepen1
Gentoo Penguin,genpen1
Chinstrap Penguin,chipen2
Yellow-eyed Penguin,yeepen1
Little Penguin,litpen1
African Penguin,jacpen1
Humboldt Penguin,humpen1
Galapagos Penguin,galpen1
Magellanic Penguin,magpen1
Fiordland Penguin,fiopen1
Erect-crested Penguin,bicpen1
Macaroni Penguin,macpen1
Royal Penguin,roypen1
Southern Rockhopper Penguin,rocpen1
Southern Rockhopper Penguin (Western),rocpen2
Southern Rockhopper Penguin (Eastern),rocpen3
Moseley's Rockhopper Penguin,rocpen4
Snares Penguin,snapen1
penguin sp.,pengui1
Yellow-nosed Albatross,yenalb
Yellow-nosed Albatross (Atlantic),yenalb2
Yellow-nosed Albatross (Indian),yenalb3
Gray-headed Albatross,gyhalb
Buller's Albatross,bulalb2
White-capped Albatross,whcalb1
White-capped Albatross (cauta),whcalb2
White-capped Albatross (steadi),whcalb3
Salvin's Albatross,salalb1
Chatham Albatross,shyalb2
White-capped/Salvin's/Chatham Albatross,shyalb
Black-browed Albatross,bkbalb
Black-browed Albatross (Black-browed),bkbalb1
Black-browed Albatross (Campbell),bkbalb2
small albatross sp.,smaalb1
Sooty Albatross,sooalb1
Light-mantled Albatross,limalb1
Royal Albatross,royalb1
Royal Albatross (Southern),royalb2
Royal Albatross (Northern),royalb3
Wandering Albatross,wanalb
Wandering Albatross (Snowy),wanalb1
Wandering Albatross (Tristan),wanalb3
Wandering Albatross (New Zealand),wanalb2
Wandering Albatross (Gibson's),wanalb4
Wandering Albatross (Amsterdam),wanalb5
large albatross sp.,laralb1
Waved Albatross,wavalb
Laysan Albatross,layalb
Black-footed Albatross,bkfalb
Laysan x Black-footed Albatross (hybrid),x00017
Short-tailed Albatross,shtalb
albatross sp.,albatr1
Southern Giant-Petrel,angpet1
Northern Giant-Petrel,norgip1
Northern/Southern Giant-Petrel,y00228
Northern Fulmar,norful
Northern Fulmar (glacialis),norful1
Northern Fulmar (auduboni),norful2
Northern Fulmar (rodgersii),norful3
Southern Fulmar,souful1
Antarctic Petrel,antpet1
Cape Petrel,cappet
Snow Petrel,snopet1
Snow Petrel (Lesser),snopet2
Snow Petrel (Greater),snopet3
Kerguelen Petrel,kerpet2
Great-winged Petrel,grwpet3
Gray-faced Petrel,grwpet2
Great-winged/Gray-faced Petrel,grwpet1
Kermadec Petrel,kerpet
Magenta Petrel,magpet1
Trindade Petrel,tripet1
Herald Petrel,herpet2
Trindade/Herald Petrel,herpet
Murphy's Petrel,murpet
Providence Petrel,solpet1
Henderson Petrel,henpet1
Zino's Petrel,madpet
Fea's Petrel,feapet1
Fea's Petrel (Fea's),feapet3
Fea's Petrel (Desertas),feapet2
Zino's/Fea's Petrel,y00609
Soft-plumaged Petrel,soppet1
Barau's Petrel,barpet1
White-headed Petrel,whhpet1
Mottled Petrel,motpet
Bermuda Petrel,berpet
Black-capped Petrel,bkcpet
Black-capped Petrel (hasitata),bkcpet1
Black-capped Petrel (Jamaican),bkcpet2
Black-capped Petrel (White-faced),bkcpet4
Black-capped Petrel (Dark-faced),bkcpet3
Bermuda/Black-capped Petrel,y00713
Juan Fernandez Petrel,jufpet
Atlantic Petrel,atlpet1
Galapagos Petrel,galpet
Hawaiian Petrel,hawpet1
Galapagos/Hawaiian Petrel (Dark-rumped Petrel),y00472
White-necked Petrel,whnpet
Bonin Petrel,bonpet
Black-winged Petrel,bkwpet
Chatham Petrel,chapet1
Cook's Petrel,coopet
Masatierra Petrel,maspet3
Gould's Petrel,goupet1
Gould's Petrel (Gould's),goupet2
Gould's Petrel (New Caledonia),goupet3
Collared Petrel,colpet1
Collared Petrel (Collared),goupet4
Collared Petrel (Magnificent),goupet5
Stejneger's Petrel,stepet
Pycroft's Petrel,pycpet1
Cookilaria petrel sp.,coopet1
Phoenix Petrel,phopet1
Vanuatu Petrel,venpet1
Pterodroma sp.,pterod
Blue Petrel,blupet1
Fairy Prion,faipri1
Broad-billed Prion,brbpri1
Salvin's Prion,salpri1
Salvin's Prion (Salvin's),salpri2
Salvin's Prion (MacGillivray's),salpri3
Gough Prion (undescribed form),goupri1
Antarctic Prion,dovpri1
Slender-billed Prion,slbpri1
Fulmar Prion,fulpri1
prion sp.,prion1
Bulwer's Petrel,bulpet
Jouanin's Petrel,joupet
Fiji Petrel,fijpet1
Mascarene Petrel,maspet1
Tahiti Petrel,tahpet1
Beck's Petrel,becpet1
Gray Petrel,grapet
White-chinned Petrel,whcpet1
Spectacled Petrel,spepet1
Parkinson's Petrel,parpet1
Westland Petrel,wespet1
Procellaria sp.,procel1
Streaked Shearwater,strshe
Cory's Shearwater,corshe
Cory's Shearwater (Scopoli's),scoshe1
Cory's Shearwater (borealis),corshe1
Cape Verde Shearwater,cavshe1
Cory's/Cape Verde Shearwater,y00676
Pink-footed Shearwater,pifshe
Flesh-footed Shearwater,flfshe
Great Shearwater,greshe
Cory's/Great Shearwater,y00606
Wedge-tailed Shearwater,wetshe
Buller's Shearwater,bulshe
Sooty Shearwater,sooshe
Short-tailed Shearwater,shtshe
Sooty/Short-tailed Shearwater,y00020
Christmas Shearwater,chrshe
Galapagos Shearwater,audshe3
Galapagos Shearwater (Dark-winged),galshe1
Galapagos Shearwater (Light-winged),galshe2
Manx Shearwater,manshe
Yelkouan Shearwater,levshe1
Balearic Shearwater,balshe1
Yelkouan/Balearic Shearwater,medshe1
Hutton's Shearwater,hutshe1
Townsend's Shearwater,towshe1
Newell's Shearwater,towshe2
Townsend's/Newell's Shearwater,towshe
Rapa Shearwater,towshe3
Newell's/Rapa Shearwater,y00931
Bryan's Shearwater,bryshe1
Black-vented Shearwater,bkvshe
Fluttering Shearwater,flushe1
Hutton's/Fluttering Shearwater,y00832
Little Shearwater,litshe
Little Shearwater (Tasman),litshe3
Little Shearwater (Kermadec),litshe5
Little Shearwater (Hauraki),litshe6
Little Shearwater (Subantarctic),litshe4
Little Shearwater (West Australian),litshe7
Barolo Shearwater,litshe1
Boyd's Shearwater,litshe2
Barolo/Boyd's Shearwater (Macaronesian Shearwater),y00714
Audubon's Shearwater,audshe
Tropical Shearwater,troshe1
Tropical Shearwater (Mascarene),troshe2
Tropical Shearwater (Indopacific),troshe3
Tropical Shearwater (Bannerman's),troshe4
Persian Shearwater,pershe1
Heinroth's Shearwater,heishe1
black-and-white shearwater sp.,bawshe1
shearwater sp.,shearw
Peruvian Diving-Petrel,pedpet1
Common Diving-Petrel,codpet1
South Georgia Diving-Petrel,sgdpet1
Magellanic Diving-Petrel,madpet1
diving-petrel sp.,diving1
Procellariid sp.,procel2
Wilson's Storm-Petrel,wispet
Wilson's Storm-Petrel (Wilson's),wilstp2
Wilson's Storm-Petrel (Fuegian),wilstp1
Pincoya Storm-Petrel,pumstp1
Elliot's Storm-Petrel,wvspet1
Oceanites sp.,oceani1
Gray-backed Storm-Petrel,gybstp1
White-faced Storm-Petrel,wfspet
European Storm-Petrel,bripet
European Storm-Petrel (British),eurstp1
European Storm-Petrel (Mediterranean),eurstp2
White-bellied Storm-Petrel,wbspet1
White-bellied Storm-Petrel (White-bellied),whbstp1
White-bellied Storm-Petrel (Rapa I.),whbstp2
New Zealand Storm-Petrel,nezstp1
New Caledonian Storm-Petrel (undescribed form),necstp1
Black-bellied Storm-Petrel,bbspet1
Polynesian Storm-Petrel,pospet1
Fork-tailed Storm-Petrel,ftspet
Ringed Storm-Petrel,rispet1
Leach's Storm-Petrel,lcspet
Leach's Storm-Petrel (Leach's),leastp3
Leach's Storm-Petrel (Chapman's),leastp4
Townsend's Storm-Petrel,leastp5
Leach's/Townsend's Storm-Petrel,y00937
Leach's/Townsend's Storm-Petrel (dark-rumped),leastp1
Leach's/Townsend's Storm-Petrel (white-rumped),y00938
Ainley's Storm-Petrel,leastp2
Leach's/Townsend's/Ainley's Storm-Petrel,y00939
Swinhoe's Storm-Petrel,swspet
Ashy Storm-Petrel,asspet
Band-rumped Storm-Petrel,barpet
Band-rumped Storm-Petrel (Madeiran),barstp4
Band-rumped Storm-Petrel (Grant's),barstp3
Band-rumped Storm-Petrel (Darwin's),barstp5
Monteiro's Storm-Petrel,monstp1
Cape Verde Storm-Petrel,cavstp1
Oceanodroma sp. (Band-rumped complex),oceano2
Wedge-rumped Storm-Petrel,wrspet
Black Storm-Petrel,bkspet
Guadalupe Storm-Petrel,guspet
Markham's Storm-Petrel,maspet
Black/Markham's Storm-Petrel,y00715
Matsudaira's Storm-Petrel,maspet2
Tristram's Storm-Petrel,trspet
Least Storm-Petrel,lsspet
Oceanodroma sp.,oceano1
storm-petrel sp. (dark-rumped),storm-1
storm-petrel sp. (white-rumped),storm-2
storm-petrel sp.,stopet
White-tailed Tropicbird,whttro
White-tailed Tropicbird (Indian Ocean),whttro7
White-tailed Tropicbird (Golden),whttro4
White-tailed Tropicbird (Europa I.),whttro6
White-tailed Tropicbird (Atlantic),whttro2
White-tailed Tropicbird (Pacific),whttro3
White-tailed Tropicbird (Ascension),whttro5
Red-billed Tropicbird,rebtro
Red-tailed Tropicbird,rettro
Red-billed/Red-tailed Tropicbird,y00473
tropicbird sp.,tropic1
Asian Openbill,asiope1
African Openbill,afrope1
Black Stork,blasto1
Abdim's Stork,abdsto1
Woolly-necked Stork,wonsto1
Woolly-necked Stork (African),wonsto2
Woolly-necked Stork (Asian),wonsto3
Storm's Stork,stosto1
Maguari Stork,magsto1
White Stork,whisto1
Oriental Stork,oristo1
Ciconia sp.,ciconi1
Black-necked Stork,blnsto1
Saddle-billed Stork,sabsto1
Jabiru,jabiru
Lesser Adjutant,lesadj1
Marabou Stork,marsto1
Greater Adjutant,greadj1
Lesser/Greater Adjutant,y00716
Wood Stork,woosto
Milky Stork,milsto1
Yellow-billed Stork,yebsto1
Painted Stork,paisto1
Milky x Painted Stork (hybrid),x00729
stork sp.,stork1
Lesser Frigatebird,lesfri
Ascension Frigatebird,asifri1
Magnificent Frigatebird,magfri
Christmas Island Frigatebird,chifri1
Great Frigatebird,grefri
frigatebird sp.,frigat
Masked Booby,masboo
Nazca Booby,nazboo1
Masked/Nazca Booby,y00474
Blue-footed Booby,bfoboo
Peruvian Booby,perboo1
Brown Booby,brnboo
Brown Booby (Brewster's),brnboo1
Brown Booby (Atlantic),brnboo2
Brown Booby (Forster's),brnboo3
Brown Booby (Colombian),brnboo4
Masked x Brown Booby (hybrid),x00782
Red-footed Booby,refboo
Red-footed Booby (Atlantic),refboo1
Red-footed Booby (Indopacific),refboo2
Red-footed Booby (Eastern Pacific),refboo3
booby sp.,booby1
Abbott's Booby,abbboo2
Northern Gannet,norgan
Cape Gannet,capgan1
Australasian Gannet,ausgan1
sulid sp.,sulid
Little Pied Cormorant,lipcor1
Long-tailed Cormorant,lotcor1
Crowned Cormorant,crocor1
Little Cormorant,litcor1
Pygmy Cormorant,pygcor2
Red-legged Cormorant,relcor1
Brandt's Cormorant,bracor
Red-faced Cormorant,refcor
Pelagic Cormorant,pelcor
Pallas's Cormorant,palcor1
Great Cormorant,grecor
Great Cormorant (Dark-breasted),grecor6
Great Cormorant (North Atlantic),grecor1
Great Cormorant (Australasian),grecor2
Great Cormorant (Eurasian),grecor3
Great Cormorant (Moroccan),grecor5
Great Cormorant (White-breasted),grecor4
Japanese Cormorant,japcor1
Great/Japanese Cormorant,y01020
Cape Cormorant,capcor1
Bank Cormorant,bancor1
Socotra Cormorant,soccor1
Indian Cormorant,indcor1
Little/Indian Cormorant,y00770
Spotted Shag,sposha1
Pitt Island Shag,piisha1
Little Black Cormorant,libcor1
Pied Cormorant,piecor1
Black-faced Cormorant,blfcor1
European Shag,eursha1
European Shag (Atlantic),eursha2
European Shag (Mediterranean),eursha3
European Shag (Moroccan),eursha4
Great Cormorant/European Shag,y00769
Flightless Cormorant,flicor1
Neotropic Cormorant,neocor
Double-crested Cormorant,doccor
Great/Double-crested Cormorant,y00694
Neotropic x Double-crested Cormorant (hybrid),x00783
Neotropic/Double-crested Cormorant,y00833
Magellanic Cormorant,magcor1
Guanay Cormorant,guacor1
Bounty Islands Shag,boisha1
New Zealand King Shag,rofsha1
Stewart Island Shag,brosha1
Chatham Islands Shag,chisha1
Auckland Islands Shag,auisha1
Campbell Islands Shag,caisha2
South Georgia Shag,sogsha1
Imperial Cormorant,impcor1
Imperial Cormorant (Blue-eyed),impcor2
Imperial Cormorant (King),impcor3
Antarctic Shag,antsha1
Crozet Shag,crosha1
Kerguelen Shag,kersha1
Heard Island Shag,heisha1
Macquarie Shag,macsha1
cormorant sp.,cormor1
Anhinga,anhing
African Darter,darter3
Oriental Darter,darter2
Australasian Darter,darter4
American White Pelican,amwpel
Brown Pelican,brnpel
Brown Pelican (Atlantic),brnpel2
Brown Pelican (California),brnpel3
Brown Pelican (Southern),brnpel1
Peruvian Pelican,perpel1
Great White Pelican,grwpel1
Australian Pelican,auspel1
Pink-backed Pelican,pibpel1
Spot-billed Pelican,spbpel1
Dalmatian Pelican,dalpel1
Great White x Dalmatian Pelican (hybrid),x00842
pelican sp.,pelica1
Shoebill,shoebi1
Hamerkop,hamerk1
Pinnated Bittern,pinbit1
American Bittern,amebit
Great Bittern,grebit1
Australasian Bittern,ausbit1
Zigzag Heron,zigher1
Yellow Bittern,yelbit
Little Bittern,litbit1
Little Bittern (Little),litbit2
Little Bittern (African),litbit3
Little Bittern (Malagasy),litbit4
Black-backed Bittern,bkbbit1
New Zealand Bittern,nezbit1
Schrenck's Bittern,schbit1
Cinnamon Bittern,cinbit1
Dwarf Bittern,dwabit1
Black Bittern,blabit1
Least Bittern,leabit
Stripe-backed Bittern,stbbit1
small bittern sp.,smabit1
Rufescent Tiger-Heron,ruther1
Fasciated Tiger-Heron,father1
Bare-throated Tiger-Heron,btther1
tiger-heron sp.,tiger-1
Forest Bittern,forbit1
White-crested Bittern,whcbit1
Great Blue Heron,grbher3
Great Blue Heron (Blue form),grbher
Great Blue Heron (White form),grwher
Great Blue Heron (Wurdemann's),wurher
Gray Heron,graher1
Gray Heron (Gray),gryher1
Gray Heron (Malagasy),gryher3
Gray Heron (Mauritanian),gryher2
Cocoi Heron,cocher1
Great Blue x Cocoi Heron (hybrid),x00784
Great Blue/Cocoi Heron,y00834
Pacific Heron,pacher1
Black-headed Heron,blhher1
Humblot's Heron,humher1
White-bellied Heron,whbher2
Great-billed Heron,grbher2
Goliath Heron,golher1
Purple Heron,purher1
Purple Heron (Bourne's),purher2
Purple Heron (Purple),purher3
Gray/Purple Heron,y01021
Great Egret,greegr
Great Egret (Eurasian),greegr1
Great Egret (African),greegr4
Great Egret (American),greegr2
Great Egret (Australasian),greegr3
Great Blue Heron x Great Egret (hybrid),x00677
Intermediate Egret,integr
Intermediate Egret (Intermediate),integr1
Intermediate Egret (Plumed),integr2
Intermediate Egret (Yellow-billed),integr3
Great/Intermediate Egret,y00717
Ardea sp.,ardea1
White-faced Heron,whfher1
Chinese Egret,chiegr
Little Egret,litegr
Little Egret (Western),litegr1
Little Egret (Australasian),litegr3
Little Egret (Dimorphic),litegr2
Western Reef-Heron,werher
Western Reef-Heron (Western),wesreh1
Western Reef-Heron (Eastern),wesreh2
Little Egret x Western Reef-Heron (hybrid),x00656
Little Egret/Western Reef-Heron,y00835
Pacific Reef-Heron,pacreh1
Snowy Egret,snoegr
Little x Snowy Egret (hybrid),x00697
Little Blue Heron,libher
Snowy Egret x Little Blue Heron (hybrid),x00615
Tricolored Heron,triher
Snowy Egret x Tricolored Heron (hybrid),x00730
Little Blue x Tricolored Heron (hybrid),x00696
Reddish Egret,redegr
Tricolored Heron x Reddish Egret (hybrid),x00785
Pied Heron,pieher2
Slaty Egret,slaegr1
Black Heron,blaher1
Cattle Egret,categr
Cattle Egret (Western),categr1
Cattle Egret (Eastern),categr2
white egret sp.,whiegr1
Squacco Heron,squher1
Indian Pond-Heron,inpher1
Chinese Pond-Heron,chpher1
Javan Pond-Heron,japher1
Madagascar Pond-Heron,mapher1
Rufous-bellied Heron,rubher2
pond-heron sp.,pond-h1
Green Heron,grnher
Green Heron (virescens/bahamensis),grnher1
Green Heron (anthonyi),grnher2
Green Heron (frazari),grnher3
Striated Heron,strher
Striated Heron (South American),strher2
Striated Heron (Galapagos),strher3
Striated Heron (Old World),strher1
Green x Striated Heron (hybrid),x00765
Green/Striated Heron,y00771
Agami Heron,agaher1
Whistling Heron,whiher1
Capped Heron,capher1
Black-crowned Night-Heron,bcnher
Black-crowned Night-Heron (Eurasian),bkcnih1
Black-crowned Night-Heron (American),bkcnih2
Black-crowned Night-Heron (Dusky),bkcnih4
Black-crowned Night-Heron (Falklands),bkcnih3
Rufous Night-Heron,runher1
Black-crowned/Rufous Night-Heron,y00940
Yellow-crowned Night-Heron,ycnher
Yellow-crowned Night-Heron (Yellow-crowned),yecnih1
Yellow-crowned Night-Heron (Galapagos),yecnih2
Black-crowned x Yellow-crowned Night-Heron (hybrid),x00704
Black-crowned/Yellow-crowned Night-Heron,y00610
White-backed Night-Heron,wbnher1
White-eared Night-Heron,wenher1
Japanese Night-Heron,janher1
Malayan Night-Heron,manher1
Japanese/Malayan Night-Heron,y00941
Boat-billed Heron,bobher1
Boat-billed Heron (Northern),bobher3
Boat-billed Heron (Southern),bobher4
heron sp.,heron1
White Ibis,whiibi
Scarlet Ibis,scaibi
White x Scarlet Ibis (hybrid),x00428
Glossy Ibis,gloibi
White-faced Ibis,whfibi
Glossy x White-faced Ibis (hybrid),gxwibi1
Glossy/White-faced Ibis,plegad
Puna Ibis,punibi1
White-faced/Puna Ibis,y00836
Madagascar Ibis,madibi1
Sharp-tailed Ibis,shtibi1
Green Ibis,greibi1
Bare-faced Ibis,bafibi1
